Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
DRD24,13.85,0.9166849265840112,Soft Drinks,140.9154,OUT017,2007,1701.7848,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDQ28,14.0,0.9991723992962208,Frozen Foods,154.5656,OUT013,1987,2471.4496,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDM22,14.0,0.8422898483779423,Snack Foods,54.764,OUT013,1987,1331.6,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR07,21.35,0.7339058770268426,Fruits and Vegetables,97.0094,OUT027,1985,1808.9786,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDV25,5.905,0.87971673854801,Canned,222.5456,OUT018,2009,3315.684,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRF49,7.27,0.8877922170232116,Soft Drinks,114.2518,OUT046,1997,2618.5914,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDW51,6.155,0.8981717019262059,Meat,214.556,OUT046,1997,2769.728,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRL01,19.5,0.8354597455782373,Soft Drinks,233.4958,OUT017,2007,5375.0034,6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDP25,15.2,0.8675312528078218,Canned,216.8824,OUT017,2007,2838.9712,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDL50,12.15,1.0014566345080893,Canned,125.0046,OUT018,2009,1743.0644,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCB30,14.6,0.8270120776541008,Household,198.8084,OUT027,1985,5555.4352,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDW11,12.6,1.0029482716602502,Breads,61.9194,OUT018,2009,619.194,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.8307595884789992,Others,164.821,OUT035,2004,2120.573,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDK44,16.6,1.0468644799655296,Fruits and Vegetables,173.0738,OUT017,2007,3823.0236,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM15,11.8,0.9983272047745853,Meat,151.4366,OUT013,1987,1360.2294,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDS31,13.1,1.0878898718519365,Fruits and Vegetables,178.8318,OUT013,1987,3969.4996,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDI32,17.7,1.3816039493607455,Fruits and Vegetables,115.1834,OUT010,1998,345.5502,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR47,17.85,0.8333333333333334,Breads,196.5794,OUT010,1998,585.2382,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDB35,12.3,0.8891376606863092,Starchy Foods,92.6804,OUT045,2002,1010.6844,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCU05,11.8,1.5042148996000295,Health and Hygiene,81.4618,OUT010,1998,161.1236,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DRY23,9.395,1.5556266933146092,Soft Drinks,42.1112,OUT019,1985,42.6112,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDO24,11.1,0.9201587995140836,Baking Goods,157.4604,OUT045,2002,3010.7476,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDQ28,14.0,0.9951620088874412,Frozen Foods,153.0656,OUT027,1985,6024.1584,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDV39,11.3,1.0210763550335777,Meat,198.1426,OUT045,2002,988.713,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO17,10.0,1.5870338163193345,Health and Hygiene,117.944,OUT019,1985,239.688,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDU50,5.75,0.9984560311864705,Dairy,112.8176,OUT013,1987,1374.2112,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDT12,6.215,0.9070589341258875,Baking Goods,226.8062,OUT027,1985,4739.8302,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDK58,11.35,0.9516083549066842,Snack Foods,100.0016,OUT018,2009,1012.016,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDO08,11.1,1.4005377778971135,Fruits and Vegetables,165.7526,OUT019,1985,657.8104,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCW29,14.0,0.8894169292744109,Health and Hygiene,130.431,OUT049,1999,778.9860000000001,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDE04,19.75,0.8999672322329714,Frozen Foods,179.766,OUT045,2002,2336.958,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCB19,6.525,0.8898687335761011,Household,85.0882,OUT049,1999,2233.0932,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDV15,10.3,0.8893073807389177,Meat,103.9648,OUT049,1999,1661.8368,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDL58,5.78,0.9273135660100691,Snack Foods,264.7568,OUT049,1999,4745.8224,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDA08,11.85,0.8903116288957265,Fruits and Vegetables,164.1526,OUT045,2002,3124.5994,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDT43,16.35,0.9143475112523438,Fruits and Vegetables,50.1324,OUT018,2009,467.3916,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCX06,17.6,0.8644885889253947,Household,182.5976,OUT027,1985,5070.7328,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDT20,10.5,1.000380315237123,Fruits and Vegetables,37.6164,OUT046,1997,540.6296,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB41,19.0,0.8074741545668175,Frozen Foods,48.0718,OUT046,1997,992.7078,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCN55,14.6,1.0398254409699244,Others,238.8538,OUT049,1999,6008.845,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDE40,15.6,0.8722633373279641,Dairy,62.9194,OUT027,1985,2105.2596,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDX49,4.615,0.9947952237523714,Canned,232.63,OUT027,1985,5359.69,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCM53,18.75,0.999367168817607,Health and Hygiene,104.628,OUT045,2002,745.696,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDE36,5.26,1.025684789734338,Baking Goods,161.8868,OUT035,2004,3275.736,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDN57,18.25,0.9046495356869001,Snack Foods,140.2154,OUT045,2002,1701.7848,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDI24,10.3,0.8658007397217414,Baking Goods,177.937,OUT027,1985,6704.606,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDI19,15.1,0.9073605485961783,Meat,242.7512,OUT046,1997,4119.9704,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDF24,15.5,1.5033978716377463,Baking Goods,81.5934,OUT010,1998,327.5736,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDG52,13.65,1.001601910698963,Frozen Foods,45.7402,OUT049,1999,780.9834,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRF36,16.1,0.900482330312769,Soft Drinks,189.3846,OUT045,2002,3630.6074,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDS45,5.175,1.4529355500946424,Snack Foods,107.3622,OUT019,1985,317.5866,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDX40,12.85,1.3795289292597879,Frozen Foods,39.7164,OUT010,1998,231.6984,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DRK12,9.5,1.0146012547136611,Soft Drinks,32.99,OUT035,2004,133.16,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DRC27,13.8,0.8971045988937485,Dairy,245.1802,OUT035,2004,5650.6446,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDL58,5.78,0.888888888888889,Snack Foods,263.7568,OUT017,2007,2636.568,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCD30,19.7,1.1266079165678171,Household,96.0726,OUT045,2002,1272.3438,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCZ54,14.65,0.8749999999999999,Household,161.5552,OUT010,1998,324.9104,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDE10,6.67,1.5153189977102455,Snack Foods,130.0626,OUT010,1998,131.1626,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR44,6.11,0.888888888888889,Fruits and Vegetables,131.2968,OUT010,1998,260.9936,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP28,13.65,1.5415872219831654,Frozen Foods,260.0936,OUT010,1998,260.9936,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDX15,17.2,0.9992070456152972,Meat,160.6578,OUT013,1987,3690.5294,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA39,6.32,0.888888888888889,Meat,40.2822,OUT035,2004,1139.1838,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY24,4.88,0.8919661124165857,Baking Goods,52.9298,OUT049,1999,1995.4026,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC60,5.425,0.7407710616542132,Baking Goods,88.3514,OUT017,2007,1416.8224,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDH28,15.85,0.9159088210318369,Frozen Foods,37.2506,OUT046,1997,265.6542,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT25,7.5,1.0038936453306724,Canned,121.7072,OUT017,2007,3552.7088,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRJ13,12.65,0.8968477060176689,Soft Drinks,161.5578,OUT013,1987,2406.867,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NCO07,9.06,1.4724029968510226,Others,211.956,OUT019,1985,213.056,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDW20,20.75,0.8561975591644059,Fruits and Vegetables,124.173,OUT013,1987,2956.152,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRF27,8.93,1.5996460104254258,Dairy,152.134,OUT019,1985,153.134,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDS49,9.0,0.8333333333333334,Canned,79.7644,OUT035,2004,1649.8524,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDX25,16.7,1.036460462044932,Canned,181.9292,OUT027,1985,3101.2964,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCX42,6.36,0.8985398684096463,Household,165.6526,OUT027,1985,4769.1254,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDG33,5.365000000000001,0.870492878994874,Seafood,170.4764,OUT027,1985,3435.528,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDL56,14.1,0.8905453024834796,Fruits and Vegetables,86.4198,OUT045,2002,1133.8574,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDF14,7.55,0.9975539350626026,Canned,152.334,OUT035,2004,2603.278,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCD06,13.0,0.997913847976093,Household,45.40600000000001,OUT046,1997,605.878,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
DRM47,9.3,0.8945416551110307,Hard Drinks,192.8846,OUT027,1985,2293.0152,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS46,17.6,1.5192846485470044,Snack Foods,118.7782,OUT019,1985,119.1782,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDB35,12.3,0.8865996988884407,Starchy Foods,92.9804,OUT013,1987,1929.4884,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX21,7.05,0.8444907405551507,Snack Foods,109.8912,OUT027,1985,2074.6328,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCU05,11.8,0.8943333415572738,Health and Hygiene,79.9618,OUT027,1985,241.6854,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
NCR38,17.25,0.8893843861875341,Household,251.3724,OUT045,2002,6795.1548,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCR18,15.85,1.0043623332372364,Household,42.7112,OUT017,2007,639.168,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCU41,18.85,0.9996775896627969,Health and Hygiene,192.1846,OUT035,2004,3248.4382,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDY56,16.35,0.8531300013283512,Fruits and Vegetables,227.6062,OUT017,2007,7222.5984,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRJ51,14.1,1.0397377088272168,Dairy,229.0668,OUT035,2004,3225.1352,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDK21,7.905,0.9112349102875497,Snack Foods,249.0408,OUT035,2004,3755.112,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY25,12.0,0.9983581020203086,Canned,179.3976,OUT013,1987,3440.8544,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU44,12.15,0.8877838363396925,Fruits and Vegetables,163.4552,OUT035,2004,974.7312,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL43,10.1,1.0013298752627957,Meat,75.367,OUT049,1999,535.969,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDF05,17.5,1.004720898992073,Frozen Foods,262.491,OUT017,2007,5259.82,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRF15,18.35,1.4921091178102075,Dairy,152.034,OUT019,1985,306.268,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,17.1,0.9202138000127339,Fruits and Vegetables,112.3886,OUT018,2009,1779.0176,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV32,7.785,0.8884289235993256,Fruits and Vegetables,61.451,OUT049,1999,759.012,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDJ34,11.8,0.998234478190018,Snack Foods,125.9704,OUT013,1987,1877.556,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG08,13.15,0.9082376943488283,Fruits and Vegetables,171.8764,OUT045,2002,3779.0808,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDQ04,6.4,1.1867037738488235,Frozen Foods,41.5796,OUT019,1985,41.2796,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW13,8.5,0.8796766140909911,Canned,51.1324,OUT017,2007,259.66200000000003,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCI17,8.645,0.9981558165571558,Health and Hygiene,96.341,OUT013,1987,193.082,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.850009270205843,Meat,110.9202,OUT045,2002,1687.803,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDS12,9.1,0.811736089985496,Baking Goods,127.5362,OUT017,2007,4655.9394,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDJ55,12.8,0.920975183379322,Meat,225.9404,OUT013,1987,4950.8888,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRK01,7.63,0.9971935423940371,Soft Drinks,95.4436,OUT035,2004,1418.154,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDG28,9.285,1.0028202334912537,Frozen Foods,246.4144,OUT017,2007,1225.072,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY38,13.6,0.869925054903026,Dairy,231.03,OUT045,2002,5359.69,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,0.8263128183546923,Breakfast,176.237,OUT045,2002,1764.37,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR54,16.35,0.8754133987448592,Household,195.211,OUT013,1987,2553.343,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDG29,17.6,0.9989435018058513,Frozen Foods,43.3454,OUT013,1987,1006.6896,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG24,7.975,0.9982383389253319,Baking Goods,85.225,OUT013,1987,1081.925,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG59,15.85,1.0045302692120917,Starchy Foods,36.7164,OUT017,2007,308.9312,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM28,15.7,0.8071456612029198,Frozen Foods,178.666,OUT013,1987,2516.724,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW04,8.985,1.123860389636387,Frozen Foods,128.83100000000002,OUT046,1997,1428.141,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDS26,20.35,0.8802726698480887,Dairy,260.1594,OUT013,1987,2093.2752,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ56,6.59,0.9114642006741038,Fruits and Vegetables,85.6908,OUT013,1987,1929.4884,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK51,19.85,0.9118627693367218,Dairy,264.0884,OUT035,2004,5829.7448,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL22,16.85,0.9995180339473435,Snack Foods,91.4488,OUT046,1997,2082.6224,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH19,19.35,0.8983028300982302,Meat,173.1738,OUT027,1985,7298.4996,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDY55,16.75,1.1611271867344635,Fruits and Vegetables,256.4988,OUT013,1987,7452.9652,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.8530871855424522,Meat,110.5202,OUT017,2007,450.0808,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK21,7.905,1.5255089688262695,Snack Foods,250.4408,OUT010,1998,500.6816,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDZ10,17.85,0.8046503360949405,Snack Foods,126.202,OUT027,1985,3668.558,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDZ32,7.785,0.8552193160676144,Fruits and Vegetables,103.1964,OUT018,2009,736.3748,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCZ18,7.825,0.9061165148784202,Household,253.0698,OUT035,2004,6088.0752,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
NCF07,9.0,0.9941213956566134,Household,101.0016,OUT027,1985,2125.2336,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
DRE49,20.75,0.9634429827892375,Soft Drinks,153.0024,OUT017,2007,2277.036,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDJ08,11.1,1.5187501077207262,Fruits and Vegetables,190.3846,OUT019,1985,573.2538,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDT39,6.26,0.879674610102616,Meat,151.1366,OUT035,2004,2267.049,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDE08,18.2,1.3024726266861897,Fruits and Vegetables,147.3734,OUT010,1998,296.9468,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCD06,13.0,1.0019789352344404,Household,46.306,OUT018,2009,559.2719999999998,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDB57,20.25,0.9998523956558377,Fruits and Vegetables,222.1772,OUT035,2004,5559.43,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCT54,8.695,0.9995030613158776,Household,95.5094,OUT049,1999,1237.7222,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
DRF49,7.27,0.8895926838670725,Soft Drinks,113.5518,OUT045,2002,569.259,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.8941670684058874,Breakfast,174.0712,OUT027,1985,3866.9664,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDF20,12.85,0.9011444594986182,Fruits and Vegetables,198.4768,OUT045,2002,1379.5376,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH27,7.075,0.8511671067203848,Dairy,142.7128,OUT018,2009,1869.5664,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV60,20.2,0.8545341494426832,Baking Goods,196.211,OUT027,1985,5499.508000000002,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDY59,8.195,1.022809299787468,Baking Goods,94.3462,OUT049,1999,925.462,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDK36,7.09,0.9998523911592699,Baking Goods,47.9034,OUT035,2004,583.2408,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCM31,6.095,0.9970691118037831,Others,141.4154,OUT046,1997,1418.154,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDE33,19.35,0.835239972058251,Fruits and Vegetables,80.2644,OUT017,2007,942.7728,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDU36,6.15,0.9066715952553488,Baking Goods,99.3384,OUT046,1997,2364.9216,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDV13,17.35,0.9951689928052584,Canned,87.9856,OUT027,1985,3251.7672,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDV20,20.2,1.4779204098846639,Fruits and Vegetables,125.2678,OUT019,1985,254.3356,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCQ54,17.7,0.8809116233282369,Household,167.0474,OUT035,2004,5895.6590000000015,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDO23,17.85,0.9104648444709166,Breads,93.7436,OUT018,2009,1134.5232,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRE60,9.395,0.8894938806122568,Soft Drinks,224.972,OUT045,2002,7696.648,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DRP47,15.75,1.0040551992946536,Hard Drinks,250.5382,OUT017,2007,2775.7202,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDB21,7.475,1.0407690474873081,Fruits and Vegetables,241.2854,OUT045,2002,5317.0788,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDR04,7.075,0.888888888888889,Frozen Foods,98.0068,OUT018,2009,874.8612,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX23,6.445,0.897867060269356,Baking Goods,92.6436,OUT046,1997,1039.9796,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX19,19.1,0.9980583899588473,Fruits and Vegetables,235.0958,OUT035,2004,3038.0454,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD40,20.25,1.0001911381613102,Dairy,193.6162,OUT035,2004,3848.324,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA01,15.0,0.9113964577550987,Canned,59.1904,OUT046,1997,527.3136,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDS33,6.67,0.9170379007586845,Snack Foods,89.1514,OUT046,1997,2390.8878,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDM50,13.0,0.9951101211586246,Canned,60.222,OUT027,1985,1677.816,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,0.9971251413475318,Frozen Foods,112.7176,OUT013,1987,801.6232,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF46,7.07,0.8707950823674527,Snack Foods,115.5834,OUT045,2002,1267.0174,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA33,6.48,1.0002176067877442,Snack Foods,148.0076,OUT045,2002,886.8456,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDC08,19.0,1.5044601239378619,Fruits and Vegetables,228.272,OUT010,1998,452.744,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDB53,13.35,1.0011855218239496,Frozen Foods,147.5392,OUT045,2002,3877.6192,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
